Age,Gender,Gender_3_TEXT,HL,Race,Race_5_TEXT,Education,Income,IPrelationship,IPrelationship_4_TEXT,IPInitials,ECRRS_1,ECRRS_2,ECRRS_3,ECRRS_4,ECRRS_5,ECRRS_6,ECRRS_7,ECRRS_8,ECRRS_9,BaselineMood_P,BaselineMood_N,StressorDescription,DescriptionTiming_FirstClick,DescriptionTiming_LastClick,DescriptionTiming_PageSubmit,DescriptionTiming_ClickCount,TimeofStressor,PostStressorMood_P,PostStressorMood_N,PRChoice_Prob,PRChoice_PerEff,RSChoice_Prob,RSChoice_PerEff,PDChoice_Prob,PDChoice_PerEff,PreChoiceMood_P,PreChoiceMood_N,ERChoice,PRTask,PRTaskTiming_FirstClick,PRTaskTiming_LastClick,PRTaskTiming_PageSubmit,PRTaskTiming_ClickCount,RSTask,RSTaskTiming_FirstClick,RSTaskTiming_LastClick,RSTaskTiming_PageSubmit,RSTaskTiming_ClickCount,PDTask,PDTaskTiming_FirstClick,PDTaskTiming_LastClick,PDTaskTiming_PageSubmit,PDTaskTiming_ClickCount,PostTaskMood_P,PostTaskMood_N,PROLIFIC_PID,ECR1R,ECR2R,ECR3R,ECR4R,Avoidance,Anxiety,ZAvoidance,ZAnxiety,filter_$
32,2, ,2,1, ,1,3,1, ,JT,7,5,7,7,1,1,1,3,2,8,3,"We do not usually have conflicts, but recently we had a minor conflict over doing our taxes. JT likes to procrastinate on taxes until the very last moment, while I prefer to do mine very early (as soon as I have my important documents). Now we are married and must deal with our taxes together, and it is stressful. I feel as if I am nagging JT to sit down and deal with the taxes together. To complicate things, we are both self-employed JT got very stressed and left for work early to decompress. I felt like JT was mad at me.",.731,75.176,87.863,2,1,7,2,2,2,8,8,7,4,8,3,2, , , , , ,"We very rarely have conflicts, which is special. We get along very well, especially for people who spend most of their waking hours together and often work from home at the same time. We have a lot of fun together, share some hobbies, and are generally wonderful sounding boards for one another. When I am feeling stressed, JT is the one who is there for me and helps me feel better about my emotional upheavals. JT is usually calm even when I am feeling emotionally taxed.",1.01,105.136,108.113,8, , , , , ,8,3,6085e2e8973ab5cf8b35cb28,1,3,1,1,1.33333333333333,2,-.727943403486907,-.385548508625136,1
22,1, ,1,1, ,1,1,1, ,JM,4,5,5,3,6,6,5,4,4,4,6,JM was jealous because there were girls at a beach dressed in bathing suits. she argued with me like it was my fault. I felt frustrated,32.774,32.774,71.091,1,1,3,7,4,3,4,3,7,5,3,6,3, , , , , , , , , , ,I love playing basketball. It brings me joy and would help make me feel better.,39.341,39.341,65.18,1,4,5,5d3cc9010e510a00013df6f6,4,3,3,5,4.5,4.33333333333333,2.24861481756716,1.06181302980229,0
30,1, ,2,1, ,1,6,1, ,DH,7,7,7,7,1,2,1,1,1,6,3,"My spouse and I had an argument over vacation plans during this summer. She is very worried about funds for Christmas gifts next holiday, but still intends to have a few week long vacation in the summer. I told her that I believed that not vacationing would allow us to save more money. I think a basic disagreement in priorities caused the small argument. It wasn't a major argument, there were no hard feelings. We later came to an agreement.",1.156,4.171,126.776,2,2,6,3,0,0,0,0,0,0,6,3,2, , , , , ,My spouse and I communicate well and I appreciate that aspect of our relationship. It's very easy to have a discussion of any issue no matter how big or small. I rarely leave an argument in a bad mood and I don't believe that she does either. We listen to each other and I think that gives us a lot of happiness in our relationship.,6.475,6.475,80.61,1, , , , , ,6,3,605e7128df8c4c15687386b4,1,1,1,1,1.16666666666667,1,-.884604362489753,-1.00584631080832,1
23,2, ,2,2, ,1,6,1, ,DB,7,7,7,7,2,2,3,5,3,7,2,"There was a situation where they did something that jeopardized our relationship. I believe it was cause by multiple factors that include: them not receiving everything they want in the relationship, being in an environment that wasn't good for them, and them making a decision without thinking of the consequences.",9.855,112.492,146.551,4,4,6,4,1,1,10,10,7,8,7,2,2, , , , , ,"This has always shown me love and appreciation, and we have an unbelievable close bond.",5.157,5.157,61.264,1, , , , , ,9,1,60fd68ebadf6a7ce4216f949,1,1,1,1,1.33333333333333,3.66666666666667,-.727943403486907,.64828116168017,1
51,2, ,1,1, ,1,5,2, ,CG,7,7,7,7,1,1,1,1,1,3,10,The conflict we had was that I was being disrespected by them and we had a verbal fight,13.33,67.522,68.287,2,1,0,7,2,2,4,6,1,2,2,7,2, , , , , ,"What makes me feel better is knowing that even if we have conflict, this person will always be there for me as I am for them and they know how much I love and care for them.",14.261,74.351,75.127,3, , , , , ,8,2,5bf43ba0f35e0c0001017133,1,1,1,1,1,1,-1.0412653214926,-1.00584631080832,1
33,2, ,1,2, ,1,7,2, ,EM,6,6,4,6,6,6,1,2,1,8,0,"Em asked if she could hide some important papers in my room. She didn't want others in the house to see the important information that was inside of the folders. About 4 weeks later, She came back looking for the folders and couldn't remember where she hid them. I remembered, and told her and I got accused of moving them. She was convinced that she had'nt put them in that spot. It caused a huge argument. I felt hurt, because I was being accused of looking at her papers and of moving them when I knew I didn't. It made me feel betrayed because she made it seem like she did not trust me.",8.671,525.381,675.795,15,2,7,0,3,1,6,5,7,5,7,0,3, , , , , , , , , , ,"I am really looking forward to the weekend. I plan on taking a long drive to the beach and taking my sketchbook. I really enjoy going along and listening to the waves, packing something light to eat and reading or drawing. Its really beautiful and peaceful",18.734,18.734,131.202,1,7,0,6010bba4cef0db4298d8cd48,2,2,4,2,3.66666666666667,1.33333333333333,1.46531002255293,-.799080376747258,0
26,2, ,2,1, ,2,3,2, ,VC,5,2,6,3,4,2,6,6,7,1,9,"I had asked him to do a simple chore while cleaning the rest of the house.  When I asked if he had done it (knowing he hadn't, and asking only as a prelude to reminding him), he lied to me.  I felt horrible and betrayed.",.891,92.995,95.485,6,5,2,8,5,4,2,4,7,2,5,5,1,"The conflict gave us a chance to address some issues that otherwise wouldn't have been addressed.  I was able to express that I was going to be a safe person to tell the truth to, and wasn't going to flip out on him like our parents do.  I also expressed that I knew he was lying because I did the exact same thing in the same way on a previous occasion, which hopefully made him feel like he was not alone with his problems.",6.555,78.04,92.353,7, , , , , , , , , , ,5,5,611c63454ca15cc31d31cded,3,6,2,5,3.66666666666667,6.33333333333333,1.46531002255293,2.30240863416866,0
33,1, ,2,2, ,2,8,1, ,LS,5,6,5,3,5,3,2,5,2,7,2,"We had an argument about my mindfulness, specifically concerning keeping our new house clutter free. I had left several items in a common area for several days.",1.911,41.591,76.168,3,2,6,3,3,2,2,1,2,1,6,3,1,I can learn from this experience and be more mindful about putting things in their place when I see them the first time.,18.954,18.954,201.358,1, , , , , , , , , , ,7,2,5eca872c8473f05c071aee4d,3,2,3,5,3.5,3,1.30864906355009,.234749293558048,0
19,1, ,2,1, ,1,2,2, ,JE,4,5,5,5,3,6,6,3,5,7,2,JE didn't agree with the way I viewed her boyfriend in a negative light. I told her she'd be better dumping him but she didn't agree. I felt kinda annoyed that she didn't agree with me but we eventually got over it and moved on.,16.068,55.807,123.463,5,4,7,2,3,3,6,7,4,3,6,1,3, , , , , , , , , , ,I thought about how excited I am to hang out with other people soon. I also thought about how happy I am working and being around other people who's company I enjoy.,17.267,156.971,157.529,10,8,1,6111928b7c4b37b641ab6262,4,3,3,3,3.66666666666667,4.66666666666667,1.46531002255293,1.26857896386335,0
36,1, ,2,1, ,1,4,2, ,GW,4,4,4,4,5,6,2,2,2,4,6,"I was complaining to my mother about my father over text. I said I was just complaining and to please not say anything to him. She told him and I felt like it betrayed my trust and I can't tell her anything, and she will always put him first. It really hurt my feelings.",9.501,9.501,76.208,1,6,3,7,4,3,6,6,5,4,6,4,2, , , , , ,My relationship with this person is generally good. I know they care about me and are always happy to see me. They love and accept me and enjoy spending time with me. We laugh when we are together. I enjoy their company as well.,14.239,14.239,62.419,1, , , , , ,7,3,607dc2adf4a32e741d07e75f,4,4,4,4,4.5,2,2.24861481756716,-.385548508625136,1
21,2, ,2,1, ,1,7,1, ,NW,7,7,6,7,1,1,1,5,3,8,1,"I get overwhelmed easily when I have a lot of stuff to get done, and I expect him to just automatically know to help. He is very good to me, and our arguments are typically just due to one of us feeling stressed. I spun out about everything I had to get done, and about how I needed his help. He calmly helped me get my stuff done and was very patient. I feel grateful for how kind and understanding he is. He knows I get overwhelmed and always helps me through things without getting upset.",1.359,1.359,173.229,1,1,8,1,10,9,9,9,4,4,8,1,1,"It helped me understand that I need to communicate, and he can't just read my mind. I learned how gentle and patient his is with me. I have learned to really appreciate that he really does care.",1.942,112.209,118.029,10, , , , , , , , , , ,9,1,610af66b5d8ba0c3c95c56a3,1,1,2,1,1.16666666666667,3,-.884604362489753,.234749293558048,0
36,1, ,2,1, ,2,9,1, ,RM,6,6,6,5,1,2,1,1,2,8,1,RM was really late to an important appointment we both had made. It was frustrating because during some of our busy weeks we don't get to see each other much. She had spent time at her friend's place with our son and just let time get away from her. It wasn't a huge deal but I overreacted because of stress and we fought about it for about a day.,38.766,178.603,179.301,13,3,8,1,3,3,9,6,5,5,8,1,2, , , , , ,RM is very understanding and compassionate. She tries to do her best in all situations an act selflessly for the family most of the time.

She really gets stressed from her job and when she does is good about opening up to me about it.,7.079,76.92,89.472,13, , , , , ,9,1,5f3aead81965e27c4a531d95,2,2,2,3,2,1.33333333333333,-.101299567475524,-.799080376747258,1
19,2, ,1,1, ,1,8,2, ,MG,6,6,7,6,2,2,2,1,1,8,1,I was talking with MG about my mental health state. I did not think she understood how bad I was feeling at the time and this frustrated me. I got really mad at her for downplaying how I felt and when I talked to her about it she thought she was saying the right things. I explained to her that what she said did not help me to feel better and now she is more careful with her wording.,3.993,112.812,151.942,5,5,8,2,4,5,7,7,7,7,8,1,3, , , , , , , , , , ,"Something that always makes me feel better at the end of a bad day is thinking back to everything that I accomplished that day. For example, today if I was feeling down, I would remember that I went to all my classes today, attended a meeting, did 8 different readings for classes, and turned in 2 assignments.",10.015,97.807,103.442,2,8,1,60fe07454e6b73453fddc27c,2,2,1,2,1.83333333333333,1.33333333333333,-.25796052647837,-.799080376747258,0
35,1, ,2,3, ,4,5,1, ,NA,3,3,5,2,5,5,5,2,6,5,6,"NA and I had a baby, she pretty much gave the baby to her mom and made it difficult for my family to see my baby using her excuse of her anxiety as an issue. She gets bothered when my family comes to visit or when they call but she will FaceTime with her mom and sister in law at midnight not caring that I have work. This comes from her insecurity and jealousy of me and my family since we are better to do than hers. I feel horrible as it is my daughter.",2.001,102.823,132.45,7,3,4,7,0,2,5,8,5,6,5,5,2, , , , , ,She cares for me and we have spent the last few years together in building a home together. We relax every night together.,9.894,63.242,88.036,5, , , , , ,5,3,5f6274e8ffbaa41b173e154f,5,5,3,6,4.83333333333333,4.33333333333333,2.56193673557286,1.06181302980229,1
53,2, ,2,1, ,2,9,1, ,PS,6,6,6,6,2,2,2,2,2,8,1,He gets too stressed out with work. He tends to take it out on the family in regards to being grumpy and tired.,5.542,25.208,73.878,2,1,8,1,4,4,7,7,6,7,8,1,2, , , , , ,"We've been together for over 35 years and 2 children.  Although I don't like how he reacts with stress it doesn't happen everyday, so the amount of time together and the good times outweigh the bad.",7.573,7.573,74.985,1, , , , , ,8,1,611c2ed2d1d6a90e05ceeb30,2,2,2,2,2,2,-.101299567475524,-.385548508625136,1
39,2, ,2,1, ,2,9,1, ,JK,7,7,7,7,1,1,2,2,5,8,2,"I am currently only doing a very small freelance job and not bringing in enough money to support myself on my own. For most of our relationship they have been the one who is more financially responsible, but prior to these last years I at least brought in enough money to support myself. I have had to ask for money, thought that we already had it clear what they were going to do for me, only to have them not do it. I snapped at them about this. Logically I know it is because they have ADHD and are just not clear on things, but it makes me feel like I am begging for money. At the same time, I have not been as pro-active about finding more paying work as I could be, and that makes me feel guilty.",1.203,160.751,161.942,14,1,7,2,1,3,7,8,4,6,8,2,2, , , , , ,"I have been with this person for nearly half my life at this point, and they have always been supportive and caring. I know I can tell them about anything and they will still love me. We can talk about just about anything and they have a wonderful way of helping me to see when I'm only seeing the negative in something. I love the way they think about the world and talk about it, because it is similar but different from me at the same time.",5.5,8.138,70.112,2, , , , , ,9,1,614c86f68018ec28d1550e76,1,1,1,1,1,3,-1.0412653214926,.234749293558048,1
40,1, ,2,1, ,1,5,1, ,GH,7,7,7,7,1,1,1,1,1,6,4,Recently her blood pressure meds cause her to have a small heart attack which required a hospital stay and multiple tests. These things ended up costing over 10 grand. She is fully insured. Well after days of no action in the hospital including deprivation of food and water she decided to come home on home on her own. Anyways the insurance decided not to cover it so the hospital sent the bill very quickly to us. We argued over the amount of money to send them. She wanted to send them a bunch of money and I wanted to make them wish they would have gotten it approved by the insurance and only send them 5 bucks a month.i felt horrible and angry with the hospital at the same time.,21.544,390.993,437.912,8,2,7,3,9,7,7,7,7,7,7,3,1,The only positive thing about this conflict is that my wife survived this ordeal.it also affirmed my belief about hospital/big pharma being crooks only out for themselves and the almighty dollar. We bonded over our mutual disgust for this. This incident and “reconciliation” helped me appreciate my wife all the more.,94.116,277,346.9,7, , , , , , , , , , ,10,0,5e3c1fbece3a7b000a6fd95a,1,1,1,1,1,1,-1.0412653214926,-1.00584631080832,0
40,2, ,2,1, ,1,8,1, ,RL,7,6,6,6,1,1,2,2,2,8,2,"We’ve been struggling financially for the past several months, and a lot of expected and unexpected expenses have been piling up over the past three months specifically. I was laid off from my last job at the end of 2020, and had to use up all of my savings since then in order to stay afloat. Our financial concerns got a bit more dire in July 2021 when my savings account became empty.
My fiancé has been as supportive as he can be, but both he and I are becoming more impatient with our current circumstances. As a result. we’ve been arguing more and more frequently. It’s been stressful and at times, I feel helpless and hopeless.",2.558,205.629,451.995,8,1,6,3,1,3,3,3,8,9,7,3,3, , , , , , , , , , ,"This is an easy one for me to answer, because I was offered one job earlier this week (and should start this Monday. Even better, I was called back to interview for a MUCH BETTER job (in my career field) this morning. Things will hopefully begin to improve soon.",9.933,129.663,130.666,2,8,1,6143067edbeb2671519b4f63,1,2,2,2,1.5,2,-.571282444484062,-.385548508625136,0
20,1, ,2,"1,3", ,1,9,2, ,jm,4,5,5,4,4,5,3,3,3,6,5,One time when I had a conflict with this person is when we were deciding who would walk the dog. It was a stupid argument.,7.634,8.362,96.24,2,6,7,5,3,4,5,6,7,6,7,4,3, , , , , , , , , , ,Something that makes me feel better is watching a funny video. Whenever I watch one it always makes me laugh.,7.002,7.002,61.734,1,7,3,5ed1f281a0e7a4000ae547ce,4,3,3,4,3.83333333333333,3,1.62197098155578,.234749293558048,0
30,1, ,2,1, ,1,4,3, ,EB,7,5,6,6,1,3,1,2,1,7,3,"We had an argument about some personal things when we were at a party. For the most part it remained fairly, but both of us were heated. What caused it was a fundamental difference on how we thought about certain things. I think I always thought his opinion on the subject more of a joking exaggeration, but he ended up being more serious than I thought. I think it took me a little time to process the whole thing, but it didn't affect our friendship in any lasting way.",5.413,317.748,336.664,35,4,7,2,7,6,9,7,2,3,7,2,2, , , , , ,"I think the cliché answer of ""we have spent a lot of good times together"" is exactly how I would deal with the conflict. I don't think the argument we had was over anything groundbreaking or friendship ending so even if we have a vastly different opinion on a subject that hardly ever comes up between us.",7.273,98.644,146.799,11, , , , , ,8,2,616480e6749791ef8dcad5b3,1,3,2,2,2,1.33333333333333,-.101299567475524,-.799080376747258,1
29,1, ,2,1, ,1,6,2, ,LM,6,6,5,7,1,2,1,1,1,9,1,"We had a weird fight a few months back where they wanted to order food that I didn't want, and instead of handling it well we both got mad and refused to order any food. We both ended up not speaking for the rest of the day and I think it happened because we just both are very headstrong people and don't like to admit when we are wrong. I didn't like the fight whatsoever, and it made me feel mostly upset that such a fight could happen between us over something so insignificant.",.7,29.253,90.195,2,4,8,1,2,4,6,7,8,8,8,1,3, , , , , , , , , , ,"I am thinking about how I can't wait to go buy a new puppy in the upcoming weeks. I'm thinking about how exciting and fun that will be as a moment, and it is taking over most of my thoughts in a positive way. There's a lot of types of puppies that I could get and I'm thinking about how cute that they are, and how they will make me feel so positive.",.821,43.68,62.672,4,9,1,5f87dcb62285ab2277e2d15e,2,2,3,1,1.83333333333333,1,-.25796052647837,-1.00584631080832,0
21,2, ,1,1, ,1,2,2, ,JE,7,2,6,4,5,1,1,1,1,2,4,"JE likes to take advantage of others by persuading them to buy certain things. I'm a people pleaser so it's hard for me to say no when I don't want to spend money on more expensive items she wants. I feel guilty not buying the item if I don't have the money but it frustrates me that she can’t do the same for me when I want something of the same value that she wants. I understand she doesn’t have enough money but it still is frustrating, to say the least.",.908,170.715,174.607,7,6,0,6,0,0,10,7,10,7,0,3,3, , , , , , , , , , ,"Lately, I've been taking the train to go up to school and I am excited to go to the new train station this weekend. I have been meaning to check it out for quite some time and there is a lot to do inside and it looks really cool during the nighttime. It will be a good opportunity to explore and have fun somewhere I've never been before.",328.624,441.514,449.843,8,6,2,5f0d4c9c6fe51f000a31d0a2,1,6,2,4,3.16666666666667,1,.995327145544397,-1.00584631080832,0
35,2, ,2,1, ,3,9,1, ,SM,7,6,7,6,2,2,2,3,6,7,1,SM met up with a friend on her birthday. My daughter and myself were supposed to meet her at a restaurant at a specific time. She didn’t end up showing up to eat dinner with us. Instead she stayed out with her friend. I think she was enjoying herself with her friend that she chose not to come out with us for dinner. It made me very upset that we got stood up.,5.678,107.314,120.706,5,2,5,4,7,7,8,9,6,7,7,2,2, , , , , ,We talked out the conflict and she apologized. We love each other and forgive each other when something disappointing happens between us.,21.192,53.72,70.469,2, , , , , ,7,2,610a944e9a072d61d34bd213,1,2,1,2,1.66666666666667,3.66666666666667,-.414621485481216,.64828116168017,1
30,1, ,2,1, ,2,9,1, ,as,7,7,7,7,1,1,1,1,1,8,2,"we had a disagreement about what to get for dinner. she wanted to go out, and I didnt because i was tired. we just didnt see eye to eye and i think it was because we were both stressed out. i felt really on edge because it had been a long week.",.896,.896,63.669,1,1,8,2,9,5,5,3,2,1,8,2,3, , , , , , , , , , ,"I would think about our travel plans later this year and how in the grand scheme of things, small things like this do not matter at all",1.372,1.372,63.618,1,9,1,5dcc2827b1dabb8be6a9048e,1,1,1,1,1,1,-1.0412653214926,-1.00584631080832,0
30,2, ,2,3, ,2,9,2, ,Pn,6,5,7,7,5,2,1,1,1,5,0,We had a fight about the stove. She would boil stuff and walk away from it to do something else. It happened because she tries to multi-task. I felt frustrated that she can't focus on one task at a time.,7.79,84.457,84.938,4,1,4,2,5,4,3,1,4,4,4,1,1,I know she is multi- tasking because she wants to feel useful. I didn't know she was feeling stressed about her job.,10.787,46.468,68.563,2, , , , , , , , , , ,5,0,616c67fb68f7841abb442300,2,3,1,1,2.33333333333333,1,.212022350530168,-1.00584631080832,0
29,2, ,2,1, ,2,3,1, ,JK,7,7,7,7,1,1,1,1,2,8,6,"JK and I had a huge fight about some family issues, and it lasted several hours. It happened because we were not communicating properly and we were both tired. It made me sad and anxious, but we did make up. We just had to talk things out and listen to the other person.",1.115,1.115,62.221,1,2,8,7,10,9,9,8,8,7,9,4,2, , , , , ,"Even though we fight, at the end of the day I know that I can go to JK to talk about anything and he will always be there for me. We have always been each others therapists, and we truly do love and would do anything for one another.",1.238,1.813,61.535,2, , , , , ,10,3,6110c02b1436b0f7ba5897a7,1,1,1,1,1,1.33333333333333,-1.0412653214926,-.799080376747258,1
35,2, ,1,1, ,1,1,1, ,CK,3,6,6,1,2,5,5,1,5,4,6,"She took the wrong turn while driving and blamed me for inadequate instructions. She started crying when I got mad that she blamed me. I told her it wasn't that big of a deal, but it wasn't my fault and she shouldn't blame me when it was her mistake. She always blames me for her mistakes and I dislike that. She wasn't listening when I gave her clear instructions on where to turn, panicked, and went the wrong way.",7.354,7.354,138.053,1,1,4,7,10,10,8,10,3,1,6,2,2, , , , , ,She's very emotionally affectionate. I like to spoil her and hug her. She always forgives me when I mess up.,6.704,16.267,98.581,5, , , , , ,7,0,5ad9cc7ddfcfcb0001e667f3,5,2,2,7,3.83333333333333,3.66666666666667,1.62197098155578,.64828116168017,1
40,2, ,2,1, ,2,2,2, ,VC,6,7,6,7,1,1,1,1,1,6,4,"She hadn’t called or come by like she usually had. This went on for several days. I’ve been going through serious medical issues and she’s the only person I can count on to be here and to listen to me. So, I felt lonely and like she had forgotten about me.",4.714,4.714,114.176,1,2,6,4,0,0,4,2,3,2,5,5,2, , , , , ,This person is always with me at every doctor appointment and chemotherapy treatments I have to go to. This person is someone I can talk to about anything.,20.069,20.069,81.751,1, , , , , ,6,3,5de628761ffd6a59e79b663b,2,1,2,1,1.33333333333333,1,-.727943403486907,-1.00584631080832,1
34,1, ,2,"1,5",Middle Eastern,1,6,1, ,CY,6,6,6,6,2,4,3,3,3,3,6,"We were having a normal morning. I tried asking her a question about something trivial. However, I was having trouble hearing her. I had to ask her, ""Excuse me?"" or ""Pardon?"" a couple times. She lost her patience and yelled an insult at me.",1.736,1.736,78.873,1,1,2,8,0,0,0,0,0,0,2,8,2, , , , , ,"We've been together for a long time and have enjoyed our moments. I question whether she respects me. However, she has had my back and supported me so much.

We really enjoy our time out together. Especially when we travel.",7.395,90.199,98.573,9, , , , , ,2,8,591b75f5e39e09000145b241,2,2,2,2,2.33333333333333,3,.212022350530168,.234749293558048,1
21,1, ,2,1, ,1,9,3, ,CM,6,6,6,6,2,1,2,2,2,6,1,"We had a slight disagreement about a parking space as we weren't sure whom it belonged, in the end we resolved it and traded it off and I felt alright about it all.",.741,.741,65.798,1,5,6,1,1,1,7,5,5,5,7,1,3, , , , , , , , , , ,I look forward to working out everyday as I know I will feel better during as well as after and it is something I can do completely independent of anyone else.,1.779,1.779,62.16,1,7,0,5b0b77a9d282ff00015b7531,2,2,2,2,1.83333333333333,2,-.25796052647837,-.385548508625136,0
33,1, ,2,1, ,1,4,3, ,JV,6,6,6,6,2,5,1,2,2,7,3,"I honestly don't really have much conflict with this person, they have been a good friend of mine for many years. Though it has been long distance and online for these years. If there ever was an issue it would have been about playing a game online together. There are games he likes to play, for example league of legends, that I heavily dislike. In those situations I usually refuse to play, let him do his thing, and leave it at that. We've never fought about anything really",25.802,241.876,254.9,3,6,7,3,6,0,8,4,7,0,7,2,2, , , , , ,"They have been my good friend for quite a number of years, over 10. He has introduced me to new and interesting experiences. He's good to talk to",13.38,29.361,89.917,3, , , , , ,7,2,5bd52c0a860b840001dbe032,2,2,2,2,2.5,1.66666666666667,.368683309533014,-.592314442686197,1
22,2, ,2,1, ,1,9,1, ,MS,6,7,7,7,1,1,1,3,1,4,6,"My roommate is a complete slob and never cleans up after herself. MS wants me to chew her out for it so she can see how disgusting she really is. However, MS doesn't live with my roommate, but I do. I still have to live with them for at least two months. I don't want to live in a super hostile environment for the entire time she lives here. I complain a lot about it though because I am the one who cleans up after her all the time. It's especially bad since we have roaches because her room is so disgusting and full of trash. So, MS and I have arguments about this. It always makes me feel shitty because I'm stressed from cleaning up after everyone and just want to vent, but then get told by MS to just be nasty towards my roommate. They know I absolutely hate conflict.",5.524,290.549,293.78,25,1,3,7,1,1,9,10,7,6,5,4,2, , , , , ,"They've always been by my side and supported me through all this bullshit. Usually, when I rant, we rant together and I feel validated. We also will do something afterward to take our minds off the situation, like watch funny Youtube videos.",8.709,84.829,85.953,7, , , , , ,9,1,5f924b4b376a3716608dbccb,2,1,1,1,1.16666666666667,1.66666666666667,-.884604362489753,-.592314442686197,1
22,2, ,1,1, ,2,8,2, ,AD,6,5,5,6,1,3,1,1,2,8,3,"I had a fight with this person because we had differing views on a political topic. The person has very conservative views on it while I have more liberal views on it, which caused this argument. It happened because we tried to over talk the other person in the argument and were to angry to reason with each other. I felt bad afterward on how it escalated.",1.726,168.193,241.907,9,2,8,2,7,7,7,7,8,7,8,3,1,I think it helps me understand how to manage these kind of situations more effectively by reflecting what went wrong or could've been handled better.,1.347,1.347,107.245,1, , , , , , , , , , ,8,2,5dce3ccc32ccbf0cd54263db,2,3,3,2,2.33333333333333,1.33333333333333,.212022350530168,-.799080376747258,0
41,1, ,2,3, ,1,9,1, ,BA,6,7,7,7,2,2,2,2,2,10,0,Spending money.  We were spending more than we make.  There is no savings.  Felt frustrated,6.764,59.516,61.064,7,1,10,0,10,10,10,10,10,10,10,0,2, , , , , ,We always work through our differences and become stronger for it.  I love that BA won't let an issue sit for too long before sitting down and discussing it.,17.924,17.924,81.409,1, , , , , ,10,0,615f47f5414cbdd6deaf52a0,2,1,1,1,1.5,2,-.571282444484062,-.385548508625136,1
21,2, ,1,1, ,1,1,1, ,CF,6,7,6,5,2,3,6,3,6,7,3,"After driving him back to his house after he got a CT scan from an urgent care, he was texting a family member and I had kissed him then he responded dryly ""you must be bored"" and then I had cried and later on the day he was telling me how inconsiderate I was being. I felt very taken aback at the sequence of events. I felt very back in all my responses and behavior and felt I could do nothing right",10.187,16.219,289.688,3,4,6,3,6,6,7,6,7,8,6,3,3, , , , , , , , , , ,thinking about eating a really good meal (including vegan fish fillets and fries) and how good each bite is as well as the after,2.269,49.563,63.241,3,8,2,60fdc5c2e9316c7517560fa2,2,1,2,3,2.16666666666667,5,.0553613915273219,1.47534489792441,0
26,2, ,2,1, ,4,9,1, ,KP,7,7,7,7,1,1,1,1,1,10,0,We argued recently about how much alcohol we drink on the weekdays. I felt like he was being overly harsh on us and that we have been through a lot of very stressful life events and that we deserved to go out to dinner and order2-3 drinks if we wanted. He argued that long term this is very worrisome to him. I agreed and we agreed to drink less. I felt self conscious when he brought it up and that he was being controlling but ultimately was able to reflect on it and appreciate how much he cares for our health.,6.382,10.706,118.301,2,1,10,0,10,10,10,10,5,5,10,0,1,I thought about how special our relationship is and how the conflict actually will make me a healthier person. The conflict helped me understand how much the issue was bothering him and reinforced how much he cares about us.,8.957,14.483,85.339,2, , , , , , , , , , ,10,0,6175b0ddd46446a6335f0a3e,1,1,1,1,1,1,-1.0412653214926,-1.00584631080832,0
38,1, ,2,1, ,1,2,3, ,RW,7,6,6,5,3,3,5,5,7,2,8,I did not agree with a decision she made. It made me worry about her emotional state of mind. She is extremely smart and i felt she did not think clearly,8.94,191.939,208.647,3,3,2,8,5,5,8,6,5,5,2,8,2, , , , , ,She is my best friend and the person i care about the most in my life. We have talked for many years and had a lot of fun together,9.891,9.891,82.591,1, , , , , ,3,7,5ef42ba59401801d9f859e2d,1,2,2,3,2.33333333333333,5.66666666666667,.212022350530168,1.88887676604654,1
20,2, ,2,"1,3", ,1,9,1, ,NH,7,7,7,7,1,2,1,2,2,8,2,"My partner felt anxious as I went on a weekend trip with my friends, which sparked an argument. We were both upset, but I think he has some anxiety related to his past relationship that he hadn't fully let go of yet. We talked it through later and made up.",1.085,12.52,105.43,5,5,7,3,4,2,6,5,2,5,7,3,2, , , , , ,Me and this person have never had a serious argument before and when we have had disagreements we were able to talk them through. I know that we have mutual love for each other and this isn't reflective of our feelings for each other.,7.534,7.534,62.011,1, , , , , ,9,1,60fd6b02340bf3233276eba9,1,1,1,1,1.16666666666667,1.66666666666667,-.884604362489753,-.592314442686197,1
44,2, ,2,2, ,3,9,1, ,WM,7,7,7,7,1,1,1,1,1,10,0,My husband got mad at me for overspending for a ring I liked without asking him about it. He is a budget queen so he was upset he did not know about large purchases even though I knew we could afford it. I was concerned he would tell me which ring I could pick out because he likes to put in his two sense. We argued for about an hour about it and came to an agreement that I would not do this again without him knowing. I feel fine with it because I want there to be honesty between us.,2.557,4.101,547.499,2,2,10,0,10,10,10,10,10,10,10,0,1,It would make me feel better to maintain honesty in the relationship about all things. He just wants me to be up front so we can keep a positive marriage going.,19.201,19.201,95.619,1, , , , , , , , , , ,10,0,5cba1809102bd400130c19e7,1,1,1,1,1,1,-1.0412653214926,-1.00584631080832,0
